frame,behavior,behavior_label
31430,1,walking
31431,1,walking
31432,1,walking
31433,1,walking
31434,1,walking
31435,1,walking
31436,1,walking
31437,1,walking
31438,1,walking
31439,1,walking
31440,1,walking
31441,1,walking
31442,1,walking
31443,1,walking
31444,1,walking
31445,1,walking
31446,1,walking
31447,1,walking
31448,1,walking
31449,1,walking
31450,1,walking
31451,1,walking
31452,1,walking
31453,1,walking
31454,1,walking
31455,1,walking
31456,1,walking
31457,1,walking
31458,1,walking
31459,1,walking
31460,1,walking
31461,1,walking
31462,1,walking
31463,1,walking
31464,1,walking
31465,1,walking
31466,1,walking
31467,1,walking
31468,1,walking
31469,1,walking
31470,1,walking
31471,0,still
31472,0,still
31473,0,still
31474,0,still
31475,0,still
31476,0,still
31477,0,still
31478,0,still
31479,0,still
31480,0,still
31481,0,still
31482,0,still
31483,0,still
31484,0,still
31485,0,still
31486,0,still
31487,0,still
31488,0,still
31489,0,still
31490,0,still
31491,0,still
31492,0,still
31493,0,still
31494,0,still
31495,0,still
31496,0,still
31497,0,still
31498,0,still
31499,0,still
31500,0,still
31501,0,still
31502,0,still
31503,0,still
31504,0,still
31505,0,still
31506,0,still
31507,0,still
31508,0,still
31509,0,still
31510,0,still
31511,0,still
31512,0,still
31513,1,walking
31514,1,walking
31515,1,walking
31516,1,walking
31517,1,walking
31518,1,walking
31519,1,walking
31520,1,walking
31521,1,walking
31522,1,walking
31523,1,walking
31524,1,walking
31525,0,still
31526,0,still
31527,0,still
31528,0,still
31529,0,still
31530,0,still
31531,0,still
31532,0,still
31533,0,still
31534,0,still
31535,0,still
31536,0,still
31537,1,walking
31538,1,walking
31539,1,walking
31540,1,walking
31541,1,walking
31542,1,walking
31543,1,walking
31544,1,walking
31545,1,walking
31546,1,walking
31547,1,walking
31548,1,walking
31549,1,walking
31550,1,walking
31551,1,walking
31552,1,walking
31553,1,walking
31554,1,walking
31555,1,walking
31556,1,walking
31557,1,walking
31558,1,walking
31559,1,walking
31560,1,walking
31561,1,walking
31562,1,walking
31563,1,walking
31564,1,walking
31565,1,walking
31566,1,walking
31567,1,walking
31568,1,walking
31569,1,walking
31570,1,walking
31571,1,walking
31572,1,walking
31573,1,walking
31574,1,walking
31575,1,walking
31576,1,walking
31577,1,walking
31578,1,walking
31579,1,walking
31580,1,walking
31581,1,walking
31582,1,walking
31583,1,walking
31584,1,walking
31585,1,walking
31586,1,walking
31587,1,walking
31588,1,walking
31589,1,walking
31590,1,walking
31591,1,walking
31592,1,walking
31593,1,walking
31594,1,walking
31595,1,walking
31596,1,walking
31597,0,still
31598,0,still
31599,0,still
31600,0,still
31601,0,still
31602,0,still
31603,0,still
31604,0,still
31605,0,still
31606,0,still
31607,0,still
31608,0,still
31609,0,still
31610,0,still
31611,0,still
31612,0,still
31613,0,still
31614,0,still
31615,0,still
31616,0,still
31617,0,still
31618,0,still
31619,0,still
31620,0,still
31621,0,still
31622,0,still
31623,0,still
31624,0,still
31625,0,still
31626,0,still
31627,0,still
31628,0,still
31629,0,still
31630,0,still
31631,0,still
31632,0,still
31633,0,still
31634,0,still
31635,0,still
31636,0,still
31637,0,still
31638,0,still
31639,0,still
31640,0,still
31641,0,still
31642,0,still
31643,0,still
31644,0,still
31645,0,still
31646,0,still
31647,0,still
31648,0,still
31649,0,still
31650,0,still
31651,0,still
31652,0,still
31653,0,still
31654,0,still
31655,0,still
31656,0,still
31657,0,still
31658,0,still
31659,0,still
31660,0,still
31661,0,still
31662,0,still
31663,0,still
31664,0,still
31665,0,still
31666,0,still
31667,0,still
31668,0,still
31669,0,still
31670,0,still
31671,0,still
31672,0,still
31673,0,still
31674,0,still
31675,0,still
31676,0,still
31677,0,still
31678,0,still
31679,0,still
31680,0,still
31681,0,still
31682,0,still
31683,0,still
31684,0,still
31685,0,still
31686,0,still
31687,0,still
31688,0,still
31689,0,still
31690,0,still
31691,0,still
31692,0,still
31693,1,walking
31694,1,walking
31695,1,walking
31696,1,walking
31697,1,walking
31698,1,walking
31699,1,walking
31700,1,walking
31701,1,walking
31702,1,walking
31703,1,walking
31704,1,walking
31705,1,walking
31706,1,walking
31707,1,walking
31708,1,walking
31709,1,walking
31710,1,walking
31711,1,walking
31712,1,walking
31713,1,walking
31714,1,walking
31715,1,walking
31716,1,walking
31717,1,walking
31718,1,walking
31719,1,walking
31720,1,walking
31721,1,walking
31722,1,walking
31723,1,walking
31724,1,walking
31725,1,walking
31726,1,walking
31727,1,walking
31728,1,walking
31729,2,rearing
31730,2,rearing
31731,2,rearing
31732,2,rearing
31733,2,rearing
31734,2,rearing
31735,2,rearing
31736,2,rearing
31737,2,rearing
31738,2,rearing
31739,2,rearing
31740,2,rearing
31741,2,rearing
31742,2,rearing
31743,2,rearing
31744,2,rearing
31745,2,rearing
31746,2,rearing
31747,2,rearing
31748,2,rearing
31749,2,rearing
31750,2,rearing
31751,2,rearing
31752,2,rearing
31753,2,rearing
31754,2,rearing
31755,2,rearing
31756,2,rearing
31757,2,rearing
31758,2,rearing
31759,2,rearing
31760,2,rearing
31761,2,rearing
31762,2,rearing
31763,2,rearing
31764,2,rearing
31765,2,rearing
31766,2,rearing
31767,2,rearing
31768,2,rearing
31769,2,rearing
31770,2,rearing
31771,2,rearing
31772,2,rearing
31773,2,rearing
31774,2,rearing
31775,2,rearing
31776,2,rearing
31777,2,rearing
31778,2,rearing
31779,2,rearing
31780,2,rearing
31781,2,rearing
31782,2,rearing
31783,2,rearing
31784,2,rearing
31785,2,rearing
31786,2,rearing
31787,2,rearing
31788,2,rearing
31789,2,rearing
31790,2,rearing
31791,2,rearing
31792,2,rearing
31793,2,rearing
31794,2,rearing
31795,2,rearing
31796,2,rearing
31797,2,rearing
31798,2,rearing
31799,2,rearing
31800,2,rearing
31801,2,rearing
31802,2,rearing
31803,2,rearing
31804,2,rearing
31805,2,rearing
31806,2,rearing
31807,2,rearing
31808,2,rearing
31809,2,rearing
31810,2,rearing
31811,2,rearing
31812,2,rearing
31813,2,rearing
31814,2,rearing
31815,2,rearing
31816,2,rearing
31817,2,rearing
31818,2,rearing
31819,2,rearing
31820,2,rearing
31821,2,rearing
31822,2,rearing
31823,2,rearing
31824,2,rearing
31825,2,rearing
31826,2,rearing
31827,2,rearing
31828,2,rearing
31829,2,rearing
31830,2,rearing
31831,2,rearing
31832,2,rearing
31833,2,rearing
31834,2,rearing
31835,2,rearing
31836,2,rearing
31837,2,rearing
31838,2,rearing
31839,2,rearing
31840,2,rearing
31841,2,rearing
31842,2,rearing
31843,2,rearing
31844,2,rearing
31845,2,rearing
31846,2,rearing
31847,2,rearing
31848,2,rearing
31849,2,rearing
31850,2,rearing
31851,2,rearing
